cds	logFC.constDiff	adj.P.Val.constDiff	logFC.weevilInd_Q903	adj.P.Val.weevilInd_Q903	set	UniProtKB.AC	evalue	Description	tax_id	Taxonomy	GO
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117125_c0_g1_i1:1-3816(+)	-0.160958621200504	0.899077760490076	-3.26680241019735	0.00742280900665314	4	A0A3S3MFY3	0	Rif1_N domain-containing protein OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_00405400 PE=4 SV=1	337451	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117128_c0_g1_i1:103-1455(+)	0.0618148857366574	0.939072792172469	-2.65098369540604	0.00017270024559128	4	A0A067KAW7	6e-48	Uncharacterized protein OS=Jatropha curcas OX=180498 GN=JCGZ_12619 PE=4 SV=1	180498	Viridiplantae	GO:0003677
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117141_c0_g3_i4:134-1486(+)	-3.50162275697882	0.000232800428661742	-0.0371589163652037	0.95553171034217	2	W1NYN1	0	C2H2-type domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00106p00124640 PE=4 SV=1	13333	Viridiplantae	GO:0019005; GO:0003676; GO:0016567; GO:0031146; GO:0006511
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117146_c3_g1_i1:1-1167(+)	0.0124181955793178	0.997585964183485	2.87771723887272	0.045753912775985	3	A0A261XSN5	1.1e-119	Uncharacterized protein OS=Bifiguratus adelaidae OX=1938954 GN=BZG36_05683 PE=4 SV=1	1938954	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117156_c2_g1_i3:3-770(-)	-0.624178885684532	0.598347415536193	-3.94529208040398	0.00987742320618057	4	A0A0D6QTG7	2.01e-144	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117156_c2_g1_i6:3-770(-)	-1.45338682082574	0.314248419571222	-4.82520561792272	0.0151876226832593	4	A0A0D6QTG7	4.23e-145	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117156_c2_g2_i1:213-515(-)	-1.3602493825923	0.197757740033347	-3.89135377571264	0.0030735787090042	4	H9X2V7	3.94e-53	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_14114_01 PE=3 SV=1	3352	Viridiplantae	GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117156_c2_g2_i2:213-584(-)	-0.612261546099469	0.744787174525739	-4.19811736408104	0.0366953975392288	4	H9X2V7	9.3e-70	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_14114_01 PE=3 SV=1	3352	Viridiplantae	GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117157_c0_g1_i1:148-714(-)	-0.177034669570832	0.866923380826118	-2.11084577450431	0.00568771357565404	4	A9P1N3	1.41e-44	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117159_c1_g1_i1:452-1492(-)	-0.925600662410177	0.467291930814442	-5.78465828746778	0.000619664887904291	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117159_c2_g1_i1:3-662(+)	-0.98346030917763	0.0786658917270433	-3.77303466947872	3.31989947529674e-05	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117162_c0_g1_i1:470-1303(+)	0.284094485379402	0.760632473318378	-4.60588985158961	0.000138145048656593	4	A9NQC7	0	GH16 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004553; GO:0016762; GO:0042546; GO:0010411
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117162_c0_g1_i2:591-1388(+)	-0.349060983286828	0.833888346007647	-4.27175748017615	0.00247107049920317	4	A9NN79	0	GH16 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004553; GO:0016762; GO:0042546; GO:0010411
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117162_c0_g1_i4:591-1421(+)	1.60977851500917	0.0311881076601964	-2.73343778563202	0.0169065233511667	4	A9NN79	1.14e-172	GH16 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0004553; GO:0016762; GO:0042546; GO:0010411
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117176_c0_g1_i1:250-795(+)	0.468160920253617	0.366005643573582	-2.07826704065039	0.000667131266371578	4	A9NUA6	2.77e-127	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117177_c2_g1_i2:2-694(+)	-2.45783494385505	5.23493489877554e-05	-1.50788496381519	0.00161556838272932	2	H9VHF1	7.05e-76	Protein kinase domain-containing protein (Fragment) OS=Pinus taeda OX=3352 GN=0_5446_01 PE=4 SV=1	3352	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117177_c2_g1_i3:2-703(+)	2.45904441474973	0.0339734867585198	-0.832171359652344	0.641415436933253	1	H9VHF1	1.21e-75	Protein kinase domain-containing protein (Fragment) OS=Pinus taeda OX=3352 GN=0_5446_01 PE=4 SV=1	3352	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117177_c2_g1_i5:1-579(+)	0.526202034132527	0.373749633632288	-3.66744083869571	0.000475595731251523	4	H9VHF1	3.96e-48	Protein kinase domain-containing protein (Fragment) OS=Pinus taeda OX=3352 GN=0_5446_01 PE=4 SV=1	3352	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117177_c3_g1_i3:1-990(+)	6.48546416772681	9.62636615420706e-06	0.66333100924565	0.721234540171586	1	A0A2P6QV87	1.09e-93	Protein kinase domain-containing protein OS=Rosa chinensis OX=74649 GN=RchiOBHm_Chr4g0409901 PE=4 SV=1	74649	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117177_c3_g1_i8:2-718(+)	5.68922857443593	0.000139243693645649	0.663331009245647	0.738071131553495	1	A0A2G3CNU7	5.25e-67	LRRNT_2 domain-containing protein OS=Capsicum chinense OX=80379 GN=BC332_11555 PE=4 SV=1	80379	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117188_c0_g1_i1:504-2990(-)	2.25366094558161	1.34198341677553e-10	0.417983347580954	0.032452749367186	1	A0A0D6QW12	0	MI domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0003723
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117188_c0_g1_i2:504-2966(-)	-11.0757775461661	1.9750365759639e-08	0.298869153024197	0.277631567626514	2	A0A0D6QW12	0	MI domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0003723
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117199_c5_g1_i1:446-808(-)	-0.557280764976424	0.165366807900543	-3.66067578242918	5.30903287209317e-06	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117201_c1_g1_i1:307-1452(-)	-0.230100621693996	0.819882445697354	-2.69777224905935	0.000619664887904291	4	B8LMG5	0	Lipase_GDSL domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016788
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117218_c0_g4_i2:1-402(-)	5.25385054742376	0.00108493929988251	-1.76073534223328	0.387303885286144	1	K7NIT6	8.99e-37	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_9550_02 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117221_c1_g1_i1:2-1663(+)	-0.211630949471762	0.937422957391747	3.13800051804055	0.0416229409464727	3	A0A200Q949	0	Multicopper oxidase OS=Macleaya cordata OX=56857 GN=BVC80_7949g3 PE=3 SV=1	56857	Viridiplantae	GO:0005576; GO:0005507; GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117226_c0_g1_i1:634-2769(-)	-0.575026650623177	0.367468250098038	-3.11686323382425	0.000273751637828111	4	A0A2R6WU94	0	Protein kinase domain-containing protein OS=Marchantia polymorpha OX=3197 GN=MARPO_0057s0047 PE=4 SV=1	3197	Viridiplantae	GO:0016021; GO:0005886; GO:0009506; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117231_c0_g1_i2:2-409(-)	1.3177486103095	0.838319413851353	10.0476895748733	0.00815265873370345	3	B8LMW4	2.43e-92	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117231_c0_g1_i3:3-326(-)	2.32846935296549	0.00158337100252589	2.72805360620526	0.0014350555612219	5	B8LMW4	1.92e-69	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117231_c0_g1_i6:506-967(-)	-0.245243194571974	0.612026641005839	2.10954711521269	9.16100542754779e-06	3	D5AD00	6.84e-109	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117231_c0_g1_i8:2-403(-)	-3.71090200715135	0.0246017381139071	2.74365150501402	0.0108223413800272	6	D5AD00	4.16e-89	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117239_c9_g1_i1:3-443(+)	1.3217629119507	0.647468270693188	4.77996283564582	0.02036532634357	3	H6C4G0	8.12e-98	40S ribosomal protein S12 OS=Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) OX=858893 GN=HMPREF1120_05662 PE=3 SV=1	858893	Fungi	GO:0022627; GO:0003735; GO:0006412
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117252_c0_g2_i1:1-303(-)	0.461597428386893	0.738565962385367	-3.40442059987515	0.0135902680676161	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117252_c2_g1_i3:317-1447(-)	0.0466239066725603	0.977069499673774	-3.83091811292771	0.0151687229411081	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117252_c2_g1_i4:317-1372(-)	1.28714729536252	0.102214308270649	-5.24514620743137	0.00111828425022692	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117252_c2_g1_i6:317-1459(-)	-6.90156694302996	0.000549989372728528	-4.23658992839963	0.000771074114001195	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117252_c2_g1_i8:3-1025(-)	-2.15889004489687	0.0822613935300211	-4.53798800795017	0.00570421805313013	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117264_c0_g1_i1:124-783(-)	5.03113766355211	6.87207396396058e-06	-2.95474754816883	0.0541295200082685	1	A9NTK7	1.4e-156	Thioredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005623; GO:0016209; GO:0016491; GO:0045454
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117264_c0_g1_i2:124-783(-)	-0.914336314306432	0.359634841485997	-4.32030124631074	0.00426635111181578	4	A9NR54	2.75e-154	Thioredoxin domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005623; GO:0016209; GO:0016491; GO:0045454
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c1_g1_i1:2-298(-)	-0.0623538920827885	0.965849120132113	2.32639811289321	0.00167897182158325	3	D5A9K4	1.29e-60	Non-specific serine/threonine protein kinase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c2_g2_i2:2-403(+)	-6.18486721432919	0.000227291860024927	0.231821565038281	0.743568463304446	2	A9NXS5	4.78e-92	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004674; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c2_g3_i2:1-453(+)	-0.34127439170121	0.8214965880527	2.34323106347235	0.00630477379782423	3	A9NWA3	1.34e-95	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0004674; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117272_c3_g2_i1:2-913(+)	1.19886382978906	0.78281915081781	6.1044646053814	0.0273433803862237	3	A0A1J9QMJ9	0	Transketolase OS=Diplodia corticola OX=236234 GN=BKCO1_7300051 PE=3 SV=1	236234	Fungi	GO:0046872; GO:0004802
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117276_c0_g1_i1:283-1608(+)	1.38808545706547	0.072265552374477	-2.0363049441576	0.0332849598769383	4	A0A5K1AHE4	0	Uncharacterized protein (Fragment) OS=Nymphaea colorata OX=210225 GN=NYM_LOCUS13822 PE=4 SV=1	210225	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117276_c0_g1_i2:2-436(+)	-0.50667644896753	0.730384228990025	-3.12098796900046	0.015267305570989	4	G8C852	7.81e-72	Putative ornithine decarboxylase (Fragment) OS=Pinus sylvestris OX=3349 PE=2 SV=1	3349	Viridiplantae	GO:0003824; GO:0006596
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117284_c3_g2_i2:2-778(+)	0.797240428027584	0.293729553092438	-2.02197992644459	0.0182973754041891	4	A9NW87	7.35e-162	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0003677
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117284_c3_g2_i4:2-697(+)	4.70205252795672	0.0182341307801114	-4.635363989641	0.0456123865490324	7	A9NW87	1.34e-161	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0003677
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117288_c2_g1_i1:201-2024(-)	0.173521300963908	0.944986931831402	3.8898292182498	0.00336425468496521	3	A0A200Q551	0	GH3 auxin-responsive promoter OS=Macleaya cordata OX=56857 GN=BVC80_449g13 PE=4 SV=1	56857	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117291_c0_g1_i1:853-4401(-)	-0.129326274354578	0.937422957391747	-3.00545023278763	0.0212852829417615	4	A0A251P7S3	3.13e-142	Protein kinase domain-containing protein OS=Prunus persica OX=3760 GN=PRUPE_5G058600 PE=4 SV=1	3760	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117292_c0_g1_i1:219-2051(+)	-0.914168200886265	0.288783073745971	-2.20748179556028	0.00561903011648974	4	A0A2H3ZXJ4	0	jacalin-related lectin 3 OS=Phoenix dactylifera OX=42345 GN=LOC103717797 PE=4 SV=1	42345	Viridiplantae	GO:0030246
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117292_c0_g1_i4:218-1861(+)	-1.55496776908653	0.0105293116350902	-5.01194013964151	6.27010104298432e-05	4	A0A2H3ZXJ4	0	jacalin-related lectin 3 OS=Phoenix dactylifera OX=42345 GN=LOC103717797 PE=4 SV=1	42345	Viridiplantae	GO:0030246
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117308_c1_g1_i2:75-1145(+)	0.819796284898423	0.549373159308788	3.22482371652868	0.00309113054155909	3	A9NZ08	0	Abhydrolase_3 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016787
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117311_c1_g1_i2:2-1144(-)	5.42555106244664	0.0157408376178867	0.663331009245646	0.838261502581197	1	A0A1U7ZD95	2.04e-142	uncharacterized protein LOC104593453 isoform X1 OS=Nelumbo nucifera OX=4432 GN=LOC104593453 PE=4 SV=1	4432	Viridiplantae	GO:0005524
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117314_c0_g1_i2:2-820(+)	-0.0683951416502649	0.986621379910664	4.48612642392814	0.0231831115381877	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117320_c0_g1_i1:493-3408(-)	-0.374837059485474	0.658657917282628	-2.53790241737359	0.00474591144634512	4	A0A4Y7I8L9	0	Uncharacterized protein OS=Papaver somniferum OX=3469 GN=C5167_038232 PE=4 SV=1	3469	Viridiplantae	GO:0003824
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117324_c1_g1_i6:120-581(-)	5.46280733726967	9.34921205457101e-06	1.1524622793499	0.408537509139277	1	A9NPZ3	1.72e-24	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0010112
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117324_c1_g1_i7:450-914(-)	0.226771729945679	0.756828999355846	-2.27972050952608	0.00160402168418236	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117325_c0_g1_i1:325-930(-)	2.32885399644299	0.376726366147223	4.1861226964177	0.0487404808779152	3	A0A0N1NWY0	1.41e-63	TCTP domain-containing protein OS=Phialophora attae OX=1664694 GN=AB675_11228 PE=3 SV=1	1664694	Fungi	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117329_c0_g1_i3:210-2192(+)	-0.701438899474	0.299041499064063	-2.85903752843198	0.00088463733001023	4	A0A2K1JVN5	3.82e-173	Uncharacterized protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_015354 PE=4 SV=1	3218	Viridiplantae	GO:0046872; GO:0003723
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117340_c2_g1_i1:313-1110(-)	1.74203575053812	0.194102144196188	2.91118431817616	0.0162251311294035	3	A0A0D1VZU8	4.89e-177	14_3_3 domain-containing protein OS=Exophiala sideris OX=1016849 GN=PV11_04096 PE=3 SV=1	1016849	Fungi	GO:0019904
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117342_c3_g5_i4:1-411(-)	2.46430609955158	0.169632466648324	3.4228554721742	0.0334354861873943	3	H6BQ43	3.28e-89	Elongation factor 1-alpha OS=Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) OX=858893 GN=HMPREF1120_02657 PE=3 SV=1	858893	Fungi	GO:0005525; GO:0003924; GO:0003746
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117342_c3_g9_i1:2-337(-)	3.72598705116138	0.0440927490107135	2.67313387506727	0.111270349801359	1	C1IZV7	1.92e-72	Translation elongation factor 1 alpha (Fragment) OS=Glonium stellatum OX=574774 GN=TEF1 PE=4 SV=1	574774	Fungi	GO:0005525; GO:0003746
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117350_c0_g1_i1:2-367(-)	-7.76154095653757	2.15698946572134e-09	0.574179580015982	0.0706165906574892	2	B8LRC3	1.42e-47	Pyruvate dehydrogenase E1 component subunit alpha OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043231; GO:0004739; GO:0006086
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117358_c0_g1_i1:877-1410(+)	-1.0713767142097	0.14442884488377	-2.07197799609193	0.0082400169750351	4	A9NXZ7	7.74e-130	SCP domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005576
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117364_c0_g1_i1:453-4433(+)	-0.610233899938376	0.231518930304753	-3.51151202347307	2.55138115800739e-05	4	U5D136	0	Protein kinase domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00030p00209500 PE=4 SV=1	13333	Viridiplantae	GO:0055028; GO:0005524; GO:0004674; GO:0043622; GO:0007017
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117365_c3_g2_i1:3-941(+)	-0.61473620909673	0.479233596273265	-2.2513377488796	0.00730892039591297	4	D5ADG9	2.86e-145	DYW_deaminase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008270
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g11_i1:3-314(-)	2.52547453839963	0.00499373448370304	-0.627679046038758	0.593274691080668	1	A9NWK6	1.1e-66	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i11:3-398(+)	-0.493040259872598	0.630041739093821	-2.47333776319602	0.0113486871061047	4	A0A5K0YTH9	1.09e-34	Uncharacterized protein (Fragment) OS=Nymphaea colorata OX=210225 GN=NYM_LOCUS8661 PE=4 SV=1	210225	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i12:1-729(-)	0.745293451510616	0.52386946245794	-4.12932397138817	0.017576095123377	4	B8LQ36	5.7e-150	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i3:3-665(-)	8.98114223552133	0.000256428698326924	0.65309703332817	0.863173851710496	1	B8LQH9	8.44e-124	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i5:1-753(-)	-5.31892564306252	0.00203772767201117	-1.64312896777261	0.0525053580301751	2	B8LQ36	5.48e-140	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i6:3-554(-)	4.40994657580076	0.00685917630934379	-0.950353955744439	0.695179493573745	1	B8LQ36	6.42e-103	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i7:1-738(-)	3.64973489325846	0.0270505244882591	-0.0547466392945215	0.985269844508451	1	B8LQ36	7.69e-143	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872; GO:0030570; GO:0045490
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117371_c0_g1_i1:181-993(+)	2.08126244852654	0.000748213045016782	-3.14835645562057	0.00340545853921631	7	C0PST5	6.72e-104	F-box domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117374_c0_g2_i1:1-786(+)	4.10199485390954	5.42290060251975e-05	-1.43651099296256	0.326384636327154	1	B8LRB4	1.4e-79	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117374_c0_g2_i2:514-1581(+)	5.58228698875938	4.23110429809279e-06	-2.99641244474264	0.052794755095035	1	Q8L8J1	1.8e-136	TIR/NBS (Fragment) OS=Pinus taeda OX=3352 PE=2 SV=1	3352	Viridiplantae	GO:0043531; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117397_c1_g2_i3:210-1580(+)	-1.50891728354201	0.145370287676089	-3.11911628054602	0.00798525756271727	4	A0A1R3HUS2	0	Heat shock protein 70 family OS=Corchorus olitorius OX=93759 GN=COLO4_26762 PE=3 SV=1	93759	Viridiplantae	GO:0005524
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c4_g1_i10:620-1474(-)	-7.89829333526333	2.38673140259455e-06	-0.849563135007553	0.178309547202206	2	D5A987	1.36e-81	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c4_g1_i3:650-1474(-)	-8.65534295249162	8.33984783130698e-05	-1.13204567268925	0.0777664010888016	2	D5A987	4.41e-80	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c4_g1_i5:650-1672(-)	-8.07665444693253	7.2931207420657e-06	-1.44169840572855	0.0171357931309	2	D5A987	3.53e-76	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c4_g1_i7:108-734(-)	-4.96398778960323	1.13022827945859e-05	-0.0321444837125587	0.959377627146079	2	D5A987	4.45e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c4_g1_i9:71-724(-)	-6.47397160967523	2.16812657870896e-05	-1.38649483628673	0.103736395154001	2	D5A987	2.65e-79	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g12_i1:2-568(+)	2.21670654209398	0.00382486542676413	-2.82004479450734	0.00722056194766471	7	D5A7Y8	2.71e-35	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
