qseqid	sseqid	evalue	salltitles	tax_id	taxonomy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117490_c3_g1_i1:136-1101(+)	A9NYX3	3.13e-41	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117490_c3_g1_i11:43-933(+)	A9NYX3	1.76e-28	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117495_c2_g1_i2:614-1369(-)	B8LRB6	4.73e-172	Thioredoxin reductase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g4_i1:1-660(-)	B8LP53	1.72e-150	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g5_i1:1-885(-)	B8LP53	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g5_i2:1-963(-)	B8LP53	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117498_c0_g1_i3:322-1128(+)	A9P2L5	3.43e-153	AB hydrolase-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117498_c0_g1_i4:322-1242(+)	A9P2L5	0	AB hydrolase-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i1:63-605(+)	X5CHR7	1.03e-110	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i2:130-660(+)	X5CHR7	6.98e-103	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i4:110-640(+)	X5CHR7	1.76e-102	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117509_c0_g1_i2:2-733(-)	B8LPT7	1.66e-156	BHLH domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117509_c0_g1_i4:3-647(-)	B8LPT7	4.63e-144	BHLH domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117509_c0_g1_i5:1-705(-)	B8LPT7	1.1e-167	BHLH domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117512_c1_g3_i7:249-1271(+)	B8LPG9	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117518_c5_g2_i5:3-896(-)	A9NUV3	1.74e-97	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117520_c0_g1_i1:143-1189(-)	H0EK08	0	Putative Sorbitol dehydrogenase OS=Glarea lozoyensis (strain ATCC 74030 / MF5533) OX=1104152 GN=M7I_2893 PE=3 SV=1	1104152	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117521_c0_g1_i2:291-1307(-)	A9P2H4	0	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117521_c0_g1_i4:291-1454(-)	A9P2H4	0	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117521_c0_g1_i5:485-1042(-)	A9P2H4	1.69e-118	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i1:376-2244(+)	A0A2K1KJ11	1.27e-106	Uncharacterized protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_007447 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117537_c0_g1_i1:159-1148(+)	A0A0D6QXV2	3.47e-157	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117540_c1_g2_i1:288-1589(-)	A0A0D6QV66	0	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i2:349-1677(+)	D5ABL1	4.36e-148	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i3:349-1665(+)	D5ABL1	7.26e-148	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117559_c0_g2_i2:548-1402(-)	A0A314Y4R4	1.82e-102	Uncharacterized protein OS=Prunus yedoensis var. nudiflora OX=2094558 GN=Pyn_29528 PE=4 SV=1	2094558	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117561_c4_g8_i2:298-1077(-)	I0Z846	5.48e-149	Chlorophyll a-b binding protein, chloroplastic OS=Coccomyxa subellipsoidea (strain C-169) OX=574566 GN=COCSUDRAFT_27246 PE=3 SV=1	574566	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117562_c0_g1_i1:323-1594(-)	D5A8H6	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117564_c0_g2_i1:148-1587(+)	A9NWS4	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117573_c5_g1_i4:95-880(+)	A0A0D2FT39	1.68e-173	14_3_3 domain-containing protein OS=Phialophora americana OX=5601 GN=PV04_05562 PE=3 SV=1	5601	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117576_c0_g1_i1:136-2289(+)	A0A0C9S8E9	0	TSA: Wollemia nobilis Ref_Wollemi_Transcript_4737_2607 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117577_c0_g2_i1:83-1036(+)	A9NXF2	5.49e-67	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117583_c0_g1_i2:284-916(-)	A0A0D2H4P6	8.17e-119	Unplaced genomic scaffold supercont1.21, whole genome shotgun sequence OS=Cladophialophora bantiana CBS 173.52 OX=1442370 GN=Z519_11379 PE=4 SV=1	1442370	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i1:2-1138(+)	B8LQX6	5.32e-76	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i2:3-518(+)	C0PTA1	1.48e-36	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i3:2-910(+)	B8LQX6	4.27e-62	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117594_c8_g1_i1:212-1027(-)	A0A0D1X894	1.73e-168	Ribosomal_L7Ae domain-containing protein OS=Exophiala mesophila OX=212818 GN=PV10_01889 PE=4 SV=1	212818	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i1:12-542(-)	A9P0Y9	4.23e-125	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i2:12-422(-)	A9P0Y9	7.13e-95	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i3:12-335(-)	A9P0Y9	3.53e-48	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117608_c1_g1_i2:1-1515(+)	A0A4Q1BT25	3.14e-160	Uncharacterized protein OS=Tremella mesenterica OX=5217 GN=M231_01608 PE=4 SV=1	5217	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i1:323-1903(-)	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i2:385-1959(-)	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i3:3-416(-)	A0A0K8TUL9	3.93e-78	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i6:385-1878(-)	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117626_c3_g1_i1:143-1687(+)	A9NUH0	0	Endoglucanase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117629_c1_g1_i2:443-745(-)	D5ABQ5	9.96e-63	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i11:384-854(+)	A9NL40	2.01e-105	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i12:139-687(+)	A9NL40	1.75e-103	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i7:3-359(+)	A9NVD5	6.15e-69	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117631_c0_g2_i1:2-418(+)	D5AA15	4.1e-92	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i2:418-1683(-)	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i4:223-1395(-)	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i5:418-1683(-)	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117639_c0_g1_i1:304-3141(+)	A0A1S3ZQ09	1.91e-123	microtubule-associated protein TORTIFOLIA1-like OS=Nicotiana tabacum OX=4097 GN=LOC107789134 PE=4 SV=1	4097	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117656_c2_g7_i1:2-313(-)	A0A0K0MCN8	1.62e-69	Translation elongation factor 1-alpha (Fragment) OS=Bradymyces sp. LS-2015d OX=1628656 GN=EF1a PE=4 SV=1	1628656	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117660_c0_g1_i1:259-3267(+)	A0A445DTN3	0	Uncharacterized protein OS=Arachis hypogaea OX=3818 GN=Ahy_A03g012558 PE=3 SV=1	3818	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117667_c0_g2_i2:346-1326(-)	D5ACX0	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117669_c0_g2_i2:185-607(-)	A9NYE6	4.56e-94	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117670_c1_g13_i3:3-794(-)	A0A0C9S6I8	1.08e-61	TSA: Wollemia nobilis Ref_Wollemi_Transcript_14780_2565 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117670_c1_g13_i4:3-839(-)	A0A0C9S6I8	1.86e-58	TSA: Wollemia nobilis Ref_Wollemi_Transcript_14780_2565 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117670_c1_g1_i1:336-1124(-)	A9P2M9	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117670_c1_g1_i3:335-1162(-)	A9NT90	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117671_c0_g2_i1:290-988(-)	A0A023ZYJ7	1.98e-61	Ethylene responsive factor 1-like protein OS=Pinus massoniana OX=88730 PE=2 SV=1	88730	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117671_c0_g2_i2:210-887(-)	A0A023ZYJ7	1.95e-63	Ethylene responsive factor 1-like protein OS=Pinus massoniana OX=88730 PE=2 SV=1	88730	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117676_c0_g1_i5:405-995(-)	A9P1A0	7.3e-108	cobW domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117679_c0_g2_i3:208-1242(+)	B8LRC1	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i1:127-2241(+)	A0A1U7ZZN1	2.17e-99	protein TPX2 OS=Nelumbo nucifera OX=4432 GN=LOC104598805 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i2:127-2157(+)	A0A1U7ZZN1	1.32e-99	protein TPX2 OS=Nelumbo nucifera OX=4432 GN=LOC104598805 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117702_c1_g1_i3:347-880(+)	C0PS62	2.75e-86	J domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117709_c0_g1_i1:420-1994(+)	A0A0K0M6U8	0	CKX3 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117710_c0_g1_i1:527-2047(-)	U5DDD7	0	Cyclin N-terminal domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00068p00198800 PE=3 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117724_c0_g1_i4:2-793(+)	A0A2G5CRB0	2.37e-32	Protein kinase domain-containing protein OS=Aquilegia coerulea OX=218851 GN=AQUCO_04100071v1 PE=4 SV=1	218851	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117725_c0_g1_i1:1-1371(+)	D5A8V8	3.67e-63	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117726_c0_g1_i1:707-1936(-)	A0A4Y7IRA5	2.07e-105	Uncharacterized protein OS=Papaver somniferum OX=3469 GN=C5167_018429 PE=4 SV=1	3469	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117745_c1_g1_i1:199-1005(-)	H6BQY8	3.03e-178	40S ribosomal protein S4 OS=Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) OX=858893 GN=HMPREF1120_02790 PE=3 SV=1	858893	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i1:2-367(+)	A9P1S9	2.1e-36	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i10:2-325(+)	A9P1S9	2.24e-22	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i2:2-385(+)	A9P1S9	4.35e-45	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i5:242-622(+)	A9XLM5	4.25e-48	Dehydrin-like protein OS=Picea abies OX=3329 GN=Dhn4 PE=3 SV=1	3329	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117751_c4_g9_i1:2-1567(+)	A0A1Q3C897	3.26e-111	DUF659 domain-containing protein/Dimer_Tnp_hAT domain-containing protein OS=Cephalotus follicularis OX=3775 GN=CFOL_v3_19970 PE=4 SV=1	3775	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g1_i1:1-528(+)	A9NWK6	1.19e-126	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g1_i2:1-486(+)	A9NWK6	3.77e-105	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g3_i1:3-554(+)	A9NWK6	2.25e-132	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c3_g8_i1:191-493(+)	A9NWK6	1.16e-41	Pectate lyase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117760_c0_g4_i1:2-301(+)	A9NT90	7.51e-29	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117761_c1_g4_i1:3-779(+)	A0A151UGR2	4.01e-21	Repetitive proline-rich cell wall protein 2 OS=Cajanus cajan OX=3821 GN=KK1_048372 PE=4 SV=1	3821	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117762_c0_g1_i1:156-2183(-)	B8LS43	2.02e-168	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117764_c0_g1_i2:475-1923(+)	B8LLK8	0	MFS domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	A9S9Z6	8.65e-46	ATG13 domain-containing protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_001101 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117766_c0_g1_i5:403-1185(-)	A9NRP4	0	LigB domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117775_c1_g1_i1:1-684(+)	Q6WE84	1.57e-81	Putative NBS-LRR protein G8106 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117775_c2_g1_i4:1-1107(-)	B8LRB4	3.32e-104	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117777_c2_g18_i1:1-417(+)	A9NSI2	4.53e-46	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117777_c2_g3_i4:1-456(+)	A9NSI2	3.32e-50	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117779_c0_g1_i1:290-766(-)	A9NZP0	1.32e-65	Tify domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117779_c0_g2_i1:439-1047(-)	A9NZP0	3.54e-134	Tify domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117779_c0_g2_i2:439-1278(-)	A9NZP0	0	Tify domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c2_g1_i1:3-638(-)	A0A5B9ZTT0	1.18e-66	Putative TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL2 PE=2 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c3_g3_i1:1-2034(+)	E9NZS6	2.55e-170	Putative TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL1 PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c3_g4_i3:3-962(+)	Q6WE84	1.92e-99	Putative NBS-LRR protein G8106 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c3_g4_i5:3-1175(+)	E9NZS7	9.92e-112	Putative truncated TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL1 PE=2 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117787_c1_g2_i1:630-2963(+)	W1NLI0	0	Uncharacterized protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00129p00121180 PE=3 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117787_c2_g1_i1:337-2667(+)	A0A200QRE7	0	Peptidase S8/S53 domain OS=Macleaya cordata OX=56857 GN=BVC80_8945g18 PE=3 SV=1	56857	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117793_c1_g1_i1:93-2546(-)	W1P7V6	0	Phospholipase D OS=Amborella trichopoda OX=13333 GN=AMTR_s00078p00051300 PE=3 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117794_c3_g1_i1:2-403(+)	A9NQY3	1.21e-80	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117794_c3_g1_i6:132-578(+)	A9NQY3	6.2e-76	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117794_c3_g1_i7:129-542(+)	A9NQY3	6.9e-71	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117794_c3_g2_i1:130-612(+)	A9NSM6	1.58e-90	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117794_c3_g3_i1:2-382(+)	A9NPM0	3.49e-76	EF-hand domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117798_c1_g1_i2:1-474(+)	A0A5C0ZTM7	1.45e-91	Class V chitinase (Fragment) OS=Pinus banksiana OX=3353 GN=Chia5_9 PE=2 SV=1	3353	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117804_c0_g1_i1:1006-2589(+)	X2D7N8	0	Ammonium transporter OS=Pinus pinaster OX=71647 GN=AMT1.1 PE=2 SV=1	71647	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117805_c0_g1_i2:597-1523(+)	A9NWZ8	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117819_c5_g1_i5:420-2474(+)	A0A2C9VBI8	0	Protein kinase domain-containing protein OS=Manihot esculenta OX=3983 GN=MANES_09G094700 PE=4 SV=1	3983	Viridiplantae
